COUNTY,STNAME,County,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020
193,Georgia,Macon County,13483,13255,13153,12934,12712
195,Georgia,Madison County,28833,29253,29653,29925,30457
197,Georgia,Marion County,8490,8438,8392,8413,8516
199,Georgia,Meriwether County,21052,21011,21061,21112,21164
201,Georgia,Miller County,5875,5816,5646,5667,5622
205,Georgia,Mitchell County,22443,22313,22156,21846,21602
207,Georgia,Monroe County,26880,27153,27523,27677,28042
209,Georgia,Montgomery County,8996,9032,9157,9148,9012
211,Georgia,Morgan County,18097,18374,18808,19239,19636
213,Georgia,Murray County,39322,39761,39836,39996,40032
215,Georgia,Muscogee County,196354,193858,194362,196074,196442
217,Georgia,Newton County,106529,107903,109556,111894,113295
219,Georgia,Oconee County,36928,38122,39500,40296,41124
221,Georgia,Oglethorpe County,14710,14851,15034,15222,15383
223,Georgia,Paulding County,155415,159642,164482,169302,173359
225,Georgia,Peach County,27111,27179,27574,27697,27950
227,Georgia,Pickens County,30654,31542,32039,32648,33127
229,Georgia,Pierce County,19116,19200,19398,19443,19522
231,Georgia,Pike County,17916,18213,18622,18953,19121
233,Georgia,Polk County,41584,41842,42373,42616,42840
235,Georgia,Pulaski County,11296,11197,11079,11161,11191
237,Georgia,Putnam County,21502,21676,21749,22083,22520
239,Georgia,Quitman County,2323,2334,2254,2300,2271
241,Georgia,Rabun County,16493,16560,16853,17116,17273
243,Georgia,Randolph County,7150,6974,6826,6806,6682
245,Georgia,Richmond County,202179,201965,202027,202639,202079
247,Georgia,Rockdale County,88995,89800,90402,90639,90939
249,Georgia,Schley County,5179,5236,5212,5254,5196
251,Georgia,Screven County,14015,13953,13960,13945,14012
253,Georgia,Seminole County,8424,8249,8266,8090,8060
255,Georgia,Spalding County,64523,65348,66092,66835,67414
257,Georgia,Stephens County,25680,25785,26083,26017,26107
259,Georgia,Stewart County,6129,6329,6434,6649,6689
261,Georgia,Sumter County,30334,29838,29713,29401,29282
263,Georgia,Talbot County,6361,6254,6281,6188,6143
265,Georgia,Taliaferro County,1616,1612,1610,1549,1562
267,Georgia,Tattnall County,25352,25420,25508,25317,25365
269,Georgia,Taylor County,8256,8181,8067,8051,8074
271,Georgia,Telfair County,15960,15912,15888,15813,15781
273,Georgia,Terrell County,8873,8698,8601,8573,8523
275,Georgia,Thomas County,44967,44623,44336,44427,44372
277,Georgia,Tift County,40562,40455,40562,40653,40719
279,Georgia,Toombs County,27141,26868,26910,26844,26973
281,Georgia,Towns County,11416,11557,11844,12009,12247
283,Georgia,Treutlen County,6720,6751,6780,6860,6822
285,Georgia,Troup County,69990,70123,70091,70059,70214
287,Georgia,Turner County,7970,7902,7917,7929,7882
289,Georgia,Twiggs County,8263,8268,8179,8164,8103
291,Georgia,Union County,22664,23406,23961,24606,25358
293,Georgia,Upson County,26243,26223,26249,26402,26527
295,Georgia,Walker County,68509,69087,69507,69769,70116
297,Georgia,Walton County,89886,91389,93450,94818,96875
299,Georgia,Ware County,35675,35705,35703,35816,35826
301,Georgia,Warren County,5355,5263,5227,5220,5232
303,Georgia,Washington County,20349,20313,20418,20352,20150
305,Georgia,Wayne County,30038,29843,29874,30017,30023
307,Georgia,Webster County,2607,2586,2575,2573,2595
309,Georgia,Wheeler County,8012,7958,7891,7870,7751
311,Georgia,White County,28793,29429,29893,30601,31094
313,Georgia,Whitfield County,104314,104086,104109,104265,103837
315,Georgia,Wilcox County,8834,8780,8784,8607,8502
317,Georgia,Wilkes County,9808,9868,9845,9769,9694
319,Georgia,Wilkinson County,9021,8953,9005,8936,8812
321,Georgia,Worth County,20732,20532,20307,20185,19972
0,Hawaii,Hawaii,1428885,1425763,1423102,1415615,1407006
1,Hawaii,Hawaii County,198583,200400,202263,202165,203340
3,Hawaii,Honolulu County,993044,986973,981076,973491,963826
5,Hawaii,Kalawao County,88,87,87,87,87
7,Hawaii,Kauai County,71574,71838,72292,72190,71851
9,Hawaii,Maui County,165596,166465,167384,167682,167902
0,Idaho,Idaho,1684036,1719745,1752074,1789060,1826913
1,Idaho,Ada County,444929,456994,469161,481880,494399
3,Idaho,Adams County,3944,4128,4215,4265,4447
5,Idaho,Bannock County,84762,85571,86761,87822,88795
7,Idaho,Bear Lake County,5940,6029,6026,6131,6143
9,Idaho,Benewah County,9033,9167,9222,9303,9430
11,Idaho,Bingham County,45313,45888,46054,46772,47202
13,Idaho,Blaine County,22069,22401,22736,23012,23426
15,Idaho,Boise County,7099,7370,7689,7903,8065
17,Idaho,Bonner County,42423,43715,44709,45774,46817
19,Idaho,Bonneville County,112162,114608,116661,119286,122134
21,Idaho,Boundary County,11714,11995,12073,12340,12656
23,Idaho,Butte County,2573,2582,2592,2620,2646
25,Idaho,Camas County,1078,1092,1098,1091,1130
27,Idaho,Canyon County,211573,217037,223518,230270,237053
29,Idaho,Caribou County,6870,6980,7019,7149,7123
31,Idaho,Cassia County,23477,23661,23769,24052,24277
33,Idaho,Clark County,867,878,845,838,852
35,Idaho,Clearwater County,8660,8651,8759,8761,8846
37,Idaho,Custer County,4089,4138,4216,4273,4249
39,Idaho,Elmore County,26178,26907,27309,27373,27448
41,Idaho,Franklin County,13345,13501,13718,13898,14215
43,Idaho,Fremont County,12932,13140,13162,13105,13218
45,Idaho,Gem County,17005,17351,17622,18174,18703
47,Idaho,Gooding County,15150,15155,15187,15290,15618
49,Idaho,Idaho County,16247,16392,16469,16623,16823
51,Idaho,Jefferson County,27827,28448,29418,29918,30581
53,Idaho,Jerome County,23438,23791,24078,24486,24578
55,Idaho,Kootenai County,153221,157594,161279,165656,170628
57,Idaho,Latah County,39157,39903,39996,40372,40830
59,Idaho,Lemhi County,7715,7837,7974,8067,8054
61,Idaho,Lewis County,3850,3883,3835,3845,3838
63,Idaho,Lincoln County,5304,5361,5360,5325,5358
65,Idaho,Madison County,39111,39540,39451,40205,40318
67,Idaho,Minidoka County,20609,20683,20667,20910,21216
69,Idaho,Nez Perce County,40200,40376,40408,40601,40755
71,Idaho,Oneida County,4302,4393,4429,4500,4520
73,Idaho,Owyhee County,11368,11632,11664,11823,12133
75,Idaho,Payette County,22927,23218,23560,24051,24771
77,Idaho,Power County,7653,7587,7654,7636,7643
79,Idaho,Shoshone County,12428,12511,12781,12868,12911
81,Idaho,Teton County,11179,11463,11640,12096,12501
83,Idaho,Twin Falls County,83847,85439,86166,87127,88411
85,Idaho,Valley County,10438,10700,11054,11443,11792
87,Idaho,Washington County,10030,10055,10070,10126,10360
0,Illinois,Illinois,12821709,12779893,12724685,12667017,12587530
1,Illinois,Adams County,66490,66073,65603,65402,64783
3,Illinois,Alexander County,6448,6276,6043,5791,5497
5,Illinois,Bond County,16553,16654,16668,16458,16262
7,Illinois,Boone County,53559,53481,53368,53281,52777
9,Illinois,Brown County,6636,6614,6580,6619,6546
11,Illinois,Bureau County,33393,33134,32938,32621,32303
13,Illinois,Calhoun County,4872,4847,4834,4740,4616
15,Illinois,Carroll County,14601,14473,14337,14338,14241
17,Illinois,Cass County,12677,12525,12353,12141,11925
19,Illinois,Champaign County,210388,210630,210206,209612,209192
21,Illinois,Christian County,33268,33045,32709,32427,32075
23,Illinois,Clark County,15860,15824,15594,15465,15268
25,Illinois,Clay County,13309,13259,13260,13177,13079
27,Illinois,Clinton County,37594,37649,37666,37440,37398
29,Illinois,Coles County,51820,51403,50946,50774,50383
31,Illinois,Cook County,5223386,5199582,5171007,5145326,5108284
33,Illinois,Crawford County,19139,18979,18849,18686,18512
35,Illinois,Cumberland County,10884,10887,10782,10733,10649
37,Illinois,DeKalb County,104219,104513,104587,105131,104491
39,Illinois,De Witt County,16152,15910,15768,15624,15368
41,Illinois,Douglas County,19732,19616,19449,19450,19510
43,Illinois,DuPage County,931408,930569,927808,922761,917481
45,Illinois,Edgar County,17538,17415,17379,17169,16858
47,Illinois,Edwards County,6546,6455,6393,6405,6356
49,Illinois,Effingham County,34184,34165,34233,34109,34065
51,Illinois,Fayette County,21579,21537,21380,21332,21264
53,Illinois,Ford County,13346,13291,13215,12972,12949
55,Illinois,Franklin County,39090,39024,38737,38530,38060
57,Illinois,Fulton County,35498,35099,34743,34240,33690
59,Illinois,Gallatin County,5165,5073,5049,4833,4793
61,Illinois,Greene County,13111,13153,13051,12922,12702
63,Illinois,Grundy County,50325,50627,51012,51031,50993
65,Illinois,Hamilton County,8197,8192,8149,8133,8084
67,Illinois,Hancock County,18206,17959,17815,17700,17422
69,Illinois,Hardin County,3997,3920,3876,3848,3808
71,Illinois,Henderson County,6889,6824,6726,6709,6535
73,Illinois,Henry County,49511,49222,49082,48933,48411
75,Illinois,Iroquois County,28150,27780,27450,27093,26711
77,Illinois,Jackson County,58768,57973,57327,56844,56675
79,Illinois,Jasper County,9557,9504,9589,9618,9465
81,Illinois,Jefferson County,38236,38059,37704,37635,37235
83,Illinois,Jersey County,21965,21892,21738,21667,21616
85,Illinois,Jo Daviess County,21826,21509,21349,21224,21239
87,Illinois,Johnson County,12445,12394,12380,12380,12358
89,Illinois,Kane County,530540,532101,532838,532293,531010
91,Illinois,Kankakee County,111066,110530,109863,109569,108594
93,Illinois,Kendall County,124549,126163,127663,128900,130638
95,Illinois,Knox County,50931,50601,50008,49669,49053
97,Illinois,Lake County,704401,702825,700455,697134,693593
99,Illinois,LaSalle County,110176,109590,109136,108517,107571
101,Illinois,Lawrence County,16176,16025,15816,15665,15467
103,Illinois,Lee County,34499,34533,34281,34061,33647
105,Illinois,Livingston County,36104,36080,35630,35557,35414
107,Illinois,Logan County,29167,29035,28873,28633,28383
109,Illinois,McDonough County,30938,30419,30091,29792,29295
111,Illinois,McHenry County,307142,307842,308145,307439,305888
113,Illinois,McLean County,173157,172769,172368,171272,171256
115,Illinois,Macon County,106411,105474,104529,104012,103015
117,Illinois,Macoupin County,45708,45521,45342,45079,44567
119,Illinois,Madison County,265773,265516,264481,263609,262635
121,Illinois,Marion County,38057,37757,37453,37309,37045
123,Illinois,Marshall County,11887,11667,11485,11463,11309
125,Illinois,Mason County,13677,13672,13520,13387,13173
127,Illinois,Massac County,14461,14298,14037,13772,13636
129,Illinois,Menard County,12431,12311,12297,12198,12068
131,Illinois,Mercer County,15611,15618,15572,15490,15225
133,Illinois,Monroe County,34037,34261,34446,34738,34739
135,Illinois,Montgomery County,29057,28781,28705,28401,28045
137,Illinois,Morgan County,34654,34275,34052,33679,33400
139,Illinois,Moultrie County,14610,14704,14662,14464,14347
141,Illinois,Ogle County,51174,51021,50802,50660,50306
143,Illinois,Peoria County,185116,182657,180773,179359,177652
145,Illinois,Perry County,21407,21292,21163,20935,20664
147,Illinois,Piatt County,16511,16427,16375,16391,16355
149,Illinois,Pike County,15757,15669,15614,15574,15239
151,Illinois,Pope County,4189,4193,4183,4176,4142
153,Illinois,Pulaski County,5604,5531,5426,5309,5201
155,Illinois,Putnam County,5702,5696,5740,5745,5716
157,Illinois,Randolph County,32368,32258,32161,31725,31351
159,Illinois,Richland County,15819,15842,15700,15519,15507
161,Illinois,Rock Island County,144977,143824,142522,141775,140907
163,Illinois,St. Clair County,263482,262881,261631,259889,258046
165,Illinois,Saline County,24217,23968,23769,23540,23182
167,Illinois,Sangamon County,198085,197163,195802,194882,193882
169,Illinois,Schuyler County,7040,6984,6896,6829,6738
171,Illinois,Scott County,5053,4983,4952,4974,4950
173,Illinois,Shelby County,21734,21773,21685,21625,21299
175,Illinois,Stark County,5523,5459,5407,5312,5262
177,Illinois,Stephenson County,45512,44998,44702,44371,43831
179,Illinois,Tazewell County,134004,133525,132465,131848,130777
181,Illinois,Union County,17120,16982,16853,16693,16498
183,Illinois,Vermilion County,78503,77722,76703,75736,74855
185,Illinois,Wabash County,11518,11466,11407,11370,11190
187,Illinois,Warren County,17283,17133,16979,16816,16696
189,Illinois,Washington County,14176,13960,14010,13926,13764
191,Illinois,Wayne County,16573,16435,16311,16196,16031
193,Illinois,White County,14081,13898,13642,13574,13364
195,Illinois,Whiteside County,56505,56009,55532,55215,54656
197,Illinois,Will County,688330,690356,690934,690176,688726
199,Illinois,Williamson County,67504,67076,67017,66633,66415
201,Illinois,Winnebago County,286171,284658,283588,282465,281295
203,Illinois,Woodford County,38934,38676,38461,38353,38091
0,Indiana,Indiana,6637898,6662068,6698481,6731010,6754953
1,Indiana,Adams County,35216,35409,35565,35688,35839
3,Indiana,Allen County,369526,371803,375076,379006,382187
5,Indiana,Bartholomew County,82373,82455,83062,84063,84447
7,Indiana,Benton County,8659,8637,8677,8763,8741
9,Indiana,Blackford County,12109,12019,11934,11787,11782
11,Indiana,Boone County,64274,65833,66999,67915,69347
13,Indiana,Brown County,15017,15025,15244,15066,15112
15,Indiana,Carroll County,19966,20074,20208,20211,20228
17,Indiana,Cass County,37927,37827,37885,37610,37388
19,Indiana,Clark County,115660,116648,117287,118191,119266
21,Indiana,Clay County,26218,26176,26215,26301,26246
23,Indiana,Clinton County,32156,32155,32113,32298,32206
25,Indiana,Crawford County,10569,10532,10585,10593,10629
27,Indiana,Daviess County,33000,33127,33314,33439,33505
29,Indiana,Dearborn County,49468,49634,49560,49573,49824
31,Indiana,Decatur County,26569,26627,26685,26472,26584
33,Indiana,DeKalb County,42671,42830,43231,43561,43670
35,Indiana,Delaware County,115696,115268,114118,113769,113454
37,Indiana,Dubois County,42463,42520,42568,42578,42542
39,Indiana,Elkhart County,203626,204279,205588,206268,206161
41,Indiana,Fayette County,23246,23138,23026,23038,22892
43,Indiana,Floyd County,76801,77043,77870,78601,78936
45,Indiana,Fountain County,16464,16442,16439,16425,16511
47,Indiana,Franklin County,22774,22702,22752,22763,22761
49,Indiana,Fulton County,20150,20022,20113,20042,20018
51,Indiana,Gibson County,33669,33730,33622,33709,33825
53,Indiana,Grant County,66731,66373,66112,65836,65225
55,Indiana,Greene County,32231,32194,32124,32117,32203
57,Indiana,Hamilton County,316221,323225,330635,337955,344238
59,Indiana,Hancock County,73790,75040,76521,78159,79553
61,Indiana,Harrison County,39669,39797,40258,40552,40682
63,Indiana,Hendricks County,160459,163637,166759,169924,173251
65,Indiana,Henry County,48349,48178,48205,48025,48033
67,Indiana,Howard County,82395,82302,82339,82660,82732
69,Indiana,Huntington County,36313,36253,36249,36544,36395
71,Indiana,Jackson County,43991,43942,44049,44179,44222
73,Indiana,Jasper County,33414,33439,33356,33516,33440
75,Indiana,Jay County,21021,20879,20721,20446,20416
77,Indiana,Jefferson County,32259,32031,32169,32265,32110
79,Indiana,Jennings County,27682,27686,27650,27662,27515
81,Indiana,Johnson County,151621,153879,156301,158332,160607
83,Indiana,Knox County,37367,37070,36602,36603,36522
85,Indiana,Kosciusko County,78764,79121,79467,79438,78988
87,Indiana,LaGrange County,39122,39247,39425,39771,40119
89,Indiana,Lake County,486381,484834,484918,486244,487536
91,Indiana,LaPorte County,110331,109958,110134,110044,109663
93,Indiana,Lawrence County,45560,45595,45690,45419,45496
95,Indiana,Madison County,129360,129465,129509,129416,129681
97,Indiana,Marion County,946050,951247,959370,963829,966183
99,Indiana,Marshall County,46629,46434,46311,46197,46108
101,Indiana,Martin County,10195,10188,10204,10179,10079
103,Indiana,Miami County,36047,35903,35652,35488,35328
105,Indiana,Monroe County,145936,146840,147411,148178,148219
107,Indiana,Montgomery County,38240,38343,38251,38275,38365
109,Indiana,Morgan County,69653,69835,70108,70403,70707
111,Indiana,Newton County,14009,14036,13979,13972,13907
113,Indiana,Noble County,47432,47379,47649,47907,47832
115,Indiana,Ohio County,5905,5867,5880,5908,5892
117,Indiana,Orange County,19470,19413,19567,19657,19651
119,Indiana,Owen County,20898,20779,20879,20881,20833
121,Indiana,Parke County,16938,16902,16955,16893,16871
123,Indiana,Perry County,19008,19010,19100,19184,19154
125,Indiana,Pike County,12371,12302,12384,12383,12378
127,Indiana,Porter County,167616,168568,169647,170599,170980
129,Indiana,Posey County,25626,25563,25529,25408,25275
131,Indiana,Pulaski County,12613,12529,12502,12379,12388
133,Indiana,Putnam County,37151,37409,37494,37566,37469
135,Indiana,Randolph County,25091,24917,24736,24533,24191
137,Indiana,Ripley County,28412,28432,28526,28465,28448
139,Indiana,Rush County,16628,16642,16635,16605,16649
141,Indiana,St. Joseph County,270042,270219,270961,271695,271484
143,Indiana,Scott County,23700,23810,23773,23855,23788
